X,Y,Ügyirat,Bejelenté,Bejelent_1,GPS széle,GPS hossz�,GPS szé_1,GPS hoss_1,HRSZ,Hulladék,Terület k,Hulladé_1,Hulladé_2,Hulladé_3,Ellenőrz�,Ügyintéz,Intézked�,field_17,Ügyiratsz,Tájékozt,icon_url
16.955090006707,47.2282940017534,VA/KTHF-HO/00122-6/2021,2021/06/20,HR/20210620/0010,47.228293999999998,16.955089999999998,491571.719999999972060,211479.760000000009313,0287/21,SÁRVÁR,SÁRVÁR,"Elektromos, elektronikai, Építési-bontási, Vegyes",1-5m3,"Ömlesztve szabadon, Zsákban",,Füleki Enikő,,https://attach.hulladekradar.hu/photos/QTV2NXE0SEt4NEtGN3NEazlOMlpxc1VyV1FIVkhGVFFLeGVPWUxNZ1ZWOD0=,,,./0.png
16.3351280067725,46.8723920018218,VA/KTHF-HO/00122-6/2021,2021/06/20,HR/20210620/0016,46.872391999999998,16.335128000000001,443273.309999999997672,173383.049999999988358,051/19,SZALAFŐ,SZALAFŐ,Építési-bontási,1-5m3,Ömlesztve szabadon,,,ismételt bejelentés,https://attach.hulladekradar.hu/photos/S3FYOHNaZXVPVk9NZ09EWGhJWHZ1c1VyV1FIVkhGVFFLeGVPWUxNZ1ZWOD0=,,,./0.png
16.2974740067791,46.948070001825,VA/KTHF-HO/00122-6/2021,2021/06/21,HR/20210621/0008,46.948070000000001,16.297474000000001,440700.629999999946449,181890.739999999990687,075/1,SZENTGOTTHÁRD,SZENTGOTTHÁRD,Vegyes,1-5m3,Ömlesztve szabadon,,Szűcs Zoltán,,https://attach.hulladekradar.hu/photos/SlNYUEJ1K1pSRGdYbE1SMEEwVUJJOFVyV1FIVkhGVFFLeGVPWUxNZ1ZWOD0=,VA/KTHF-HO/376-1/2021,,./0.png
16.6564920067431,47.2088210017846,VA/KTHF-HO/00122-6/2021,2021/06/23,HR/20210623/0005,47.208821000000000,16.656492000000000,468902.979999999981374,209964.660000000003492,11697/6,SZOMBATHELY,SZOMBATHELY,Vegyes,kevesebb mint 1m3,Zsákban,,,"Otthonról bejelentett ügy! Képek alapján, a HR/20210428/0019 elindított ügy!Az Ömnkormányzat megkeresése megtörtént! Helyszíni ellenőrzés indokolt!",https://attach.hulladekradar.hu/photos/dzl6bnlibzl4VUZFZDd1dm9lV0V4Y1VyV1FIVkhGVFFLeGVPWUxNZ1ZWOD0=,,,./0.png
16.6378770067458,47.2239540017864,VA/KTHF-HO/00122-6/2021,2021/06/26,HR/20210626/0011,47.223953999999999,16.637877000000000,467545.320000000006985,211689.549999999988358,"8615",SZOMBATHELY,SZOMBATHELY,"Elektromos, elektronikai, Gumiabroncs",1-5m3,Ömlesztve szabadon,,,"saját hatáskörben elindított ügy, Helyszíni ellenőrzés, Önkormányzat megkeresés 2021.07.05.",https://attach.hulladekradar.hu/photos/enN2d1UwbkJncjVpVG5peVAzKzhvOFVyV1FIVkhGVFFLeGVPWUxNZ1ZWOD0=,,,./0.png
16.6380620067458,47.2239250017863,VA/KTHF-HO/00122-6/2021,2021/06/28,HR/20210628/0011,47.223925000000001,16.638062000000001,467559.260000000009313,211685.859999999986030,8613/19,SZOMBATHELY,SZOMBATHELY,"Elektromos, elektronikai, Gumiabroncs, Vegyes",kevesebb mint 1m3,Ömlesztve szabadon,,,"ismételt bejelentés Szombathely 8615, HR/20210626/0011",https://attach.hulladekradar.hu/photos/dURqQnRZTHFaMUo4RXlWZlBkTzhhOFVyV1FIVkhGVFFLeGVPWUxNZ1ZWOD0=,,,./0.png
16.5997190067507,47.2327350017902,VA/KTHF-HO/00122-6/2021,2021/06/29,HR/20210629/0017,47.232734999999998,16.599719000000000,464687.489999999990687,212755.070000000006985,3683/2,SZOMBATHELY,SZOMBATHELY,Vegyes,kevesebb mint 1m3,Zsákban,,Kovács Levente,,https://attach.hulladekradar.hu/photos/SjZsQlYyM1ZWb0JEdnF1ajh5b0cwc1VyV1FIVkhGVFFLeGVPWUxNZ1ZWOD0=,,,./0.png
16.5285840067598,47.2455240017975,VA/KTHF-HO/00122-6/2021,2021/06/29,HR/20210629/0018,47.245524000000003,16.528583999999999,459349.619999999995343,214347.179999999993015,0106/1,TORONY,TORONY,"Építési-bontási, Vegyes, Zöld",1-5m3,"Ömlesztve szabadon, Zsákban",,Novák Mónika,,https://attach.hulladekradar.hu/photos/OTgramw5UnV1WFNrRno5UlhSMGdSTVVyV1FIVkhGVFFLeGVPWUxNZ1ZWOD0=,,,./0.png
16.5370980067582,47.2282270017968,VA/KTHF-HO/00122-7/2021,2021/07/04,HR/20210704/0026,47.228226999999997,16.537098000000000,459932.119999999995343,212404.600000000005821,"044",TORONY,TORONY,"Elektromos, elektronikai, Építési-bontási, Gumiabroncs, Vegyes",több mint 5m3,Ömlesztve szabadon,,Szűcs Zoltán,,https://attach.hulladekradar.hu/photos/bmxSUTZHQThLS25rcXhoWitCOGZtc1VyV1FIVkhGVFFLeGVPWUxNZ1ZWOD0=,VA/KTHF-HO/375-1/2021,,./0.png
16.6379210067458,47.2239090017864,VA/KTHF-HO/00122-8/2021,2021/07/11,HR/20210711/0021,47.223908999999999,16.637920999999999,467548.510000000009313,211684.420000000012806,"8615",SZOMBATHELY,SZOMBATHELY,Gumiabroncs,1-5m3,Ömlesztve szabadon,,Haszonics Petra,ismételt bejelentés,https://attach.hulladekradar.hu/photos/TndoMDhOSWNmNnJvV3pmMVRVRTIzTVVyV1FIVkhGVFFLeGVPWUxNZ1ZWOD0=,,,./0.png
17.0988350066891,47.2251130017386,VA/KTHF-HO/00122-8/2021,2021/07/11,HR/20210711/0022,47.225113000000000,17.098835000000001,502444.539999999979045,210844.799999999988358,"042",MESTERI,MESTERI,Vegyes,kevesebb mint 1m3,Ömlesztve szabadon,,Horváth-Őri György,,https://attach.hulladekradar.hu/photos/SDMvcGtaSFlNUGZQZmswdE5nMTRTc1VyV1FIVkhGVFFLeGVPWUxNZ1ZWOD0=,,,./0.png
16.6408320067454,47.2200330017861,VA/KTHF-HO/00122-8/2021,2021/07/12,HR/20210712/0030,47.220033000000001,16.640832000000000,467755.570000000006985,211246.890000000013970,"8148",SZOMBATHELY,SZOMBATHELY,"Vegyes, Zöld",1-5m3,Ömlesztve szabadon,,Radányi Zsuzsanna,,https://attach.hulladekradar.hu/photos/UFFIWDBsWkxmQzltSUwyN0FkekZoOFVyV1FIVkhGVFFLeGVPWUxNZ1ZWOD0=,,,./0.png
16.6407260067454,47.2203700017861,VA/KTHF-HO/00122-8/2021,2021/07/12,HR/20210712/0031,47.220370000000003,16.640726000000001,467748.729999999981374,211284.670000000012806,"8149",SZOMBATHELY,SZOMBATHELY,"Építési-bontási, Vegyes",1-5m3,Ömlesztve szabadon,,Radányi Zsuzsanna,,https://attach.hulladekradar.hu/photos/NU5sc0JUdFpVUHQzajhwREFJY0NnY1VyV1FIVkhGVFFLeGVPWUxNZ1ZWOD0=,,,./0.png
17.1499840066834,47.248339001733,VA/KTHF-HO/00122-8/2021,2021/07/13,HR/20210713/0002,47.248339000000001,17.149984000000000,506379.649999999965075,213330.649999999994179,1859/1,CELLDÖMÖLK,CELLDÖMÖLK,Roncsautó,több mint 5m3,Ömlesztve szabadon,,Nagy Sándor,,https://attach.hulladekradar.hu/photos/QUZqYXhqZWJZczgxbGc4elAzWHhMc1VyV1FIVkhGVFFLeGVPWUxNZ1ZWOD0=,,,./0.png
17.1500770066834,47.248431001733,VA/KTHF-HO/00122-8/2021,2021/07/13,HR/20210713/0003,47.248430999999997,17.150077000000000,506386.960000000020955,213340.739999999990687,1859/1,CELLDÖMÖLK,CELLDÖMÖLK,"Építési-bontási, Gumiabroncs, Roncsautó",több mint 5m3,Ömlesztve szabadon,,Nagy Sándor,ismételt bejelentés,https://attach.hulladekradar.hu/photos/aU5EdlAyZDdOWEdNbzlZUWlGY2pDTVVyV1FIVkhGVFFLeGVPWUxNZ1ZWOD0=,,,./0.png
16.6104440067428,47.0020290017916,VA/KTHF-HO/00122-8/2021,2021/07/15,HR/20210715/0001,47.002029000000000,16.610444000000001,464699.409999999974389,187095.450000000011642,0254/481,KÖRMEND,KÖRMEND,Építési-bontási,kevesebb mint 1m3,Ömlesztve szabadon,2021/07/28,Tóth Andrea,,https://attach.hulladekradar.hu/photos/WXRadVlPWVJ3cytJT3QyR0FFQnk3TVVyV1FIVkhGVFFLeGVPWUxNZ1ZWOD0=,,,./0.png
17.1234720066867,47.2452580017358,VA/KTHF-HO/00122-8/2021,2021/07/15,HR/20210715/0006,47.245258000000000,17.123472000000000,504364.880000000004657,213037.369999999995343,"0502",CELLDÖMÖLK,CELLDÖMÖLK,"Vegyes, Zöld",kevesebb mint 1m3,"Ömlesztve szabadon, Zsákban",,Kovács Levente,,https://attach.hulladekradar.hu/photos/TkFzNGJIQlhIOEo5MU1IbDFYaEtqY1VyV1FIVkhGVFFLeGVPWUxNZ1ZWOD0=,,,./0.png
17.1227750066867,47.2451700017359,VA/KTHF-HO/00122-8/2021,2021/07/15,HR/20210715/0007,47.245170000000002,17.122775000000001,504311.919999999983702,213028.850000000005821,"0502",CELLDÖMÖLK,CELLDÖMÖLK,Gumiabroncs,1-5m3,Ömlesztve szabadon,,Kovács Levente,,https://attach.hulladekradar.hu/photos/TEZGMzRKNmhIVlFHRWxYSThDOHNUc1VyV1FIVkhGVFFLeGVPWUxNZ1ZWOD0=,,,./0.png
17.1152100066876,47.2437500017367,VA/KTHF-HO/00122-8/2021,2021/07/15,HR/20210715/0008,47.243749999999999,17.115210000000001,503735.500000000000000,212885.170000000012806,"0502",CELLDÖMÖLK,CELLDÖMÖLK,Veszélyes,kevesebb mint 1m3,Ömlesztve szabadon,,Kovács Levente,,https://attach.hulladekradar.hu/photos/b0twR3NIUXZWYWVJZVlwbjlnVGlUc1VyV1FIVkhGVFFLeGVPWUxNZ1ZWOD0=,,,./0.png
